ID,Loại,Mã sản phẩm,Tên,Đã đăng,Nhãn nổi bật?,Hiển thị trong danh mục,Mô tả ngắn,Mô tả,Ngày bắt đầu giảm giá,Ngày kết thúc giảm giá,Trạng thái thuế,Lớp thuế,Còn hàng?,Kho,Cho phép đặt trước?,Bán riêng?,Cân nặng (kg),Độ dài (cm),Độ rộng (cm),Chiều cao (cm),Cho phép đánh giá của khách hàng?,Ghi chú thanh toán,Giá khuyến mãi,Giá bán thường,Danh mục,Từ khóa,Lớp giao hàng,Hình ảnh,Giới hạn tải xuống,Ngày hết hạn tải về,Gốc,Các sản phẩm theo nhóm,Upsells,Bán chéo,URL ngoài,Nội dung nút bấm,Vị trí
<p style=""margin: 0px 0px 1em; padding: 0px; line-height: 1.5;"">Supplementary food for cats.</p></br>",,,taxable,,1,,0,0,,,,,1,,,169000,Mèo > MÈO | Búi lông ở ruột mèo - Hairball,,,http://bizweb.dktcdn.net/100/092/797/products/5820770gimcat-malt-soft-extra-zooplus-angebot-10-15.jpg,,,,,,,,Mua ngay!,0

,simple,,Pet Natural Hairball 30 viên trị búi lông,1,0,visible,"												<p>Viên trị búi lông 30 viên</p></br>

<p>Tác dụng phá tan búi lông ở ruột mèo, bổ sung chất dinh dưỡng làm đẹp da lông</p></br>

<p>Sử dụng: 1-2 viên mỗi lần, ngày 2 lần. Để điều trị dùng liên tục 2-4 ngày. </p></br>

<p>Sản phẩm của Pet Natural - Mỹ</p></br>											","<p> </p></br>

<h1>HAIRBALL (30)</h1></br>

<p>SKU: 0700866.030</p></br>

<p>Hairball is a unique skin and coat formula for cats to support hairball management.</p></br>

<p>The sound of your cat hacking up a hairball is never a welcome one. But it’s a good sign that it’s time to address health factors that underlie the hairball hack. Hairball from Pet Naturals is a supplement designed to provide support for hairball management by supporting skin, coat, digestive and urinary tract health. Veterinarian formulated without mineral oil or herbals, Hairball contains omega fatty acids to promote skin hydration and GI tract health.</p></br>

<p> </p></br>

<p><strong>Feeding Directions:</strong> General skin and coat health: Give 2 chews daily. <br />
Extra Support: Give 4 chews, twice daily, for 2-4 days.</p></br>

<p><font face=""Arial""><strong>Guaranteed Analysis Represents Minimum Levels Per 2 Chews (3.0g):</strong></font></p></br>

<p><font face=""Courier New""><strong>Moisture (Max)                                   9 %</strong></font></p></br>

<p><font face=""Courier New""><strong>Zinc (133 ppm)                                0.4 mg</strong></font></p></br>

<p><font face=""Courier New""><strong>Biotin                                      0.026 mg</strong></font></p></br>

<p><font face=""Courier New""><strong>*Omega 6 Fatty Acids                          150 mg</strong></font></p></br>

<p><font face=""Courier New""><strong>*Omega 3 Fatty Acids                           30 mg</strong></font></p></br>

<p> </p></br>

<p><font face=""Arial"">*Not recognized as an essential nutrient by the AAFCO Cat Food Nutrient Profile.</font></p></br>

<p> </p></br>

<p><font face=""Arial""><strong>Ingredients</strong>: brewers dried yeast, natural chicken liver flavor, glycerin, safflower oil,</font></p></br>

<p><font face=""Arial"">whey, lecithin, maltodextrin, sodium alginate, calcium sulfate, psyllium  powder,</font></p></br>

<p><font face=""Arial"">flaxseed oil, cranberry powder, zinc proteinate, propionic acid (a preservative),</font></p></br>

<p><font face=""Arial"">mixed tocopherols (a preservative), biotin.</font></p></br>

<p>Store in a cool, dry place.<br />
<br />
This product is intended for intermittent or supplemental feeding only.<br />
<br />
For animal use only.<br />
<br />
Keep out of reach of children and animals. Your pet may consider this a treat. In case of accidental overdose, contact a health professional immediately.</p></br>",,,taxable,,1,,0,0,,,,,1,,,160000,Mèo > MÈO | Búi lông ở ruột mèo - Hairball,,,http://bizweb.dktcdn.net/100/092/797/products/screen-shot-2016-07-26-at-2-56-14-pm-1024x1024.jpg,,,,,,,,Mua ngay!,0

,simple,,Hartz trị & ngừa búi lông ở ruột mèo 70g | Hairball remedy plus for cats & kittens 2.5oz,1,0,visible,"												<p>Gel trị và phòng ngừa tình trạng lông vón cục ở ruột mèo (hairball)<br />
Hương vị cá hồi tự nhiên thơm ngon<br />
Dạng gel dễ cho ăn<br />
Cung cấp omega 3, 6, 9 giúp đẹp da lông cho mèo<br />
Made in US</p></br>											","<h2 class=""flashreplace"" style=""padding: 0px; margin: 0px; font-size: 20px; font-weight: normal; font-family: Georgia, 'Times New Roman', Times, serif; overflow: hidden; color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);"">Hartz®</h2></br>  <h1 class=""flashreplace"" style=""padding: 0px; margin: 0px; font-size: 32px; font-weight: normal; font-family: Georgia, 'Times New Roman', Times, serif; color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);"">Hairball Remedy Plus™ for Cats & Kittens Paste</h1></br>  <ul class=""productChips clearfix"" style=""padding: 0px; margin: 0px 0px 20px; font-size: 12px; list-style: none; border-top-width: 1px; border-top-style: solid; border-top-color: rgb(202, 201, 201); color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);""> 	<li class=""odd"" style=""padding: 0px; margin: 10px 25px 0px 0px; font-size: 1em;""><img alt=""/"" id=""ctl00_phBody_body_0_topcenter_0_imgPetType"" src=""http://www.hartz.com/~/media/img/icon/pettype/icon_Cat.ashx"" style=""padding: 0px; margin: 0px; font-size: 1em; border: 0px; display: block; height: 85px; width: 91px;"" /></li> </ul>  <p> </p></br>  <h3 style=""padding: 0px; margin: 0px; font-size: 14px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);"">Mô tả</h3></br>  <p style=""padding: 0px; margin: 0px 0px 15px; font-size: 12px; line-height: 17px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);""> </p></br>  <p style=""padding: 0px; margin: 0px 0px 15px; font-size: 12px; line-height: 17px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);"">Đừng để hairballs can thiệp vào quá trình tiêu hóa thông thường của mèo của bạn. Sử dụng <strong>Hartz® Hairball Remedy Plus <sup>TM</sup> cho mèo lớn và mèo con trên 6 tháng</strong> để giúp loại bỏ và ngăn chặn các triệu chứng phổ biến của hairballs (lông vón cục ở ruột mèo - nhất là ở mèo lông dài).</p></br>  <p style=""padding: 0px; margin: 0px 0px 15px; font-size: 12px; line-height: 17px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);"">Hartz® Hairball Remedy Pkus <sup>TM</sup> cho mèo lớn và mèo con trên 6 tháng không chỉ giúp vượt qua chứng lông vón cục một cách an toàn qua đường tiêu hoá, mà còn giúp ngăn chặn sự hình thành của hairballs qua việc sử dụng thường xuyên. Nó cũng chứa các loại dầu Omega 3-6-9 và vitamin E để giúp hỗ trợ da và lông khỏe mạnh.</p></br>  <p><font style=""color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(255, 255, 255);"">Có sẵn trong tuýp dạng gel cá hồi tự nhiên.</font></p></br>  <p style=""padding: 0px; margin: 0px 0px 15px; font-size: 12px; line-height: 17px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);""> </p></br>  <p> </p></br>  <div class=""prodVarieties"" style=""padding: 0px 0px 3px; margin: 0px; font-size: 12px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background: url(http://www.hartz.com/Assets/Hartz/img/bg/bg_productDet_table_bottom.gif) 0% 100% no-repeat rgb(255, 255, 255);""> <h3 style=""padding: 10px 15px 0px; margin: 0px; font-size: 12px; height: 25px; width: 410px; background: url(http://www.hartz.com/Assets/Hartz/img/bg/bg_productDet_table_top.jpg) 0% 0% no-repeat;"">Có sẵn các dạng:</h3></br>  <table style=""empty-cells: show; border-collapse: collapse; border-spacing: 0px; border-right-width: 1px; border-left-width: 1px; border-style: none solid; border-right-color: rgb(202, 201, 201); border-left-color: rgb(202, 201, 201); font-size: 11px; width: 439px; margin-left: 0px; background-color: rgb(226, 236, 249);""> 	<thead> 		<tr style=""border-top-width: 1px; border-bottom-width: 1px; border-style: solid none; border-top-color: rgb(202, 201, 201); border-bottom-color: rgb(202, 201, 201); background-color: rgb(206, 224, 246);""> 			<th style=""padding: 5px 15px; margin: 0px; font-size: 1em; width: auto;"">Kích thước</th> 			<th style=""padding: 5px 15px; margin: 0px; font-size: 1em; width: auto;"">Hương vị</th> 			<th style=""padding: 5px 15px; margin: 0px; font-size: 1em; width: auto;"">Loại</th> 		</tr> 	</thead> 	<tbody> 		<tr class=""shown"" style=""background: url(http://www.hartz.com/Assets/Hartz/img/bg/bg_productDetail_info_tr.gif) 0% 100% no-repeat;""> 			<td style=""padding: 5px 15px; margin: 0px; font-size: 1em; font-weight: bold; width: auto; background-position: 2000px 50%;"">2,5 oz (70g)</td> 			<td style=""padding: 5px 15px; margin: 0px; font-size: 1em; font-weight: bold; width: auto; background-position: 2000px 50%;"">Cá hồi</td> 			<td style=""padding: 5px 15px; margin: 0px; font-size: 1em; font-weight: bold; width: auto; background-position: 2000px 50%;""><font>Tuýp gel</font></td> 		</tr> 	</tbody> </table> ",,,taxable,,1,,0,0,,,,,1,,,170000,Mèo > MÈO | Búi lông ở ruột mèo - Hairball,,,http://bizweb.dktcdn.net/100/092/797/products/hartz-hairball-remedy-plus-paste-natural-salmon-flavor.jpg,,,,,,,,Mua ngay!,0

,simple,,Bộ trồng cỏ Green Pet  / Bộ kit trồng cỏ Pet Grass,1,0,visible,"												<p>Bộ kit trồng cỏ cho vật nuôi (chó, mèo, thỏ, bọ, rùa...)<br />
Bộ bao gồm khay trồng, đất, hạt cỏ<br />
Cỏ có thể ă được sau 5-8 ngày<br />
Dễ dàng, vệ sinh, an toàn & bổ dưỡng</p></br>											","<p style=""text-align: center;""><img alt="""" src=""http://www.petetcshop.com/product/upload/photos/12424/20121031033116.jpg"" style=""width: 340px; height: 480px;"" /></p></br>

<p style=""text-align: center;""> </p></br>

<p style=""text-align: center;""><img alt="""" src=""http://dailygreenph.com/images/green-pet-petgrass-how-to.jpg"" style=""width: 700px; height: 400px;"" /></p></br>

<p style=""text-align: center;""><img alt="""" src=""http://www.fytokomia.gr/files.php?file=dog_eating_grass_582929148.jpg"" style=""width: 435px; height: 253px;"" /></p></br>

<p style=""text-align: center;""><img alt="""" src=""http://www.baza.nl/uploads/images/Producten/Pets/knijn.jpg"" style=""width: 334px; height: 259px;"" /></p></br>

<p style=""text-align: center;""><img alt="""" src=""http://www.adoptapet.com/blog/uploads/2011/01/cat-grass.jpg"" style=""width: 642px; height: 349px;"" /></p></br>",,,taxable,,1,,0,0,,,,,1,,,110000,Mèo > MÈO | Búi lông ở ruột mèo - Hairball,,,http://bizweb.dktcdn.net/100/092/797/products/0809528petgrass.jpg,,,,,,,,Mua ngay!,0

,simple,,Trixie lá Catnip khô 20g Dry leaft catnip,1,0,visible,"												<p>Lá catnip tự nhiên làm khô được trồng ở vùng Nepeta</p></br>

<p>Cho chất lượng & mùi hương lâu dài</p></br>

<p>Sản phẩm của Trixie - Nhập khẩu từ Đức</p></br>											","<h1>Catnip</h1></br>
<ul>
<li>ground plant parts from Nepeta cataria</li>
<li>invigorating</li>
<li>with long-lasting scent</li></ul>",,,taxable,,1,,0,0,,,,,1,,,65000,Mèo > MÈO | Búi lông ở ruột mèo - Hairball,,,http://bizweb.dktcdn.net/100/092/797/products/56c58b91b695b-1070x800-jpeg.jpg,,,,,,,,Mua ngay!,0

,simple,,Cat Herb Catnip Leaves 5g,1,0,visible,"																							",,,,taxable,,1,,0,0,,,,,1,,,50000,Mèo > MÈO | Búi lông ở ruột mèo - Hairball,,,http://bizweb.dktcdn.net/100/092/797/products/4503061royal-pet-catnip.jpg,,,,,,,,Mua ngay!,0

,simple,,X-treme Catnip 5oz (14.5g) / Catnip lá khô,1,0,visible,"												<p>Catnip (cỏ bạc hà) dành cho mèo<br />
Giúp mèo vui vẻ, thoải mái tinh thần, năng động, hạnh phúc hơn<br />
Sản phẩm của Synergylabs - Made in USA</p></br>											","<p style=""margin: 0px 0px 25px; padding: 0px; border: 0px; outline: 0px; font-size: 13.2px; vertical-align: baseline; line-height: 1.7; color: rgb(99, 99, 99); font-family: 'Trebuchet MS', Trebuchet, Helvetica, Arial, sans-serif; text-align: center; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;""><img alt="""" src=""http://media.bizwebmedia.net/sites/60443/data/Upload/2016/1/xtreme_catnip_hierba_gatera_100_natural_333_mpe2642729370_042012_f.jpg"" style=""width: 700px; height: 263px;"" /></p></br>  <p style=""margin: 0px 0px 25px; padding: 0px; border: 0px; outline: 0px; font-size: 13.2px; vertical-align: baseline; line-height: 1.7; color: rgb(99, 99, 99); font-family: 'Trebuchet MS', Trebuchet, Helvetica, Arial, sans-serif; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">“More crazy fun than any other catnip!” guaranteed. Our 100% natural catnip leaf is cultivated by a world renowned grower of herbs in the high altitudes of North America. High altitudes foster larger concentrations of catnip oil resulting in extreme potency. Also available is our Super Concentrated Catnip Spray with no mess and no clean up. Spray it on anything and watch the crazy fun begin.</p></br>  <p style=""margin: 0px 0px 25px; padding: 0px; border: 0px; outline: 0px; font-size: 13.2px; vertical-align: baseline; line-height: 1.7; color: rgb(99, 99, 99); font-family: 'Trebuchet MS', Trebuchet, Helvetica, Arial, sans-serif; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">Sizes: Available as Leaf (.5 oz.), and Spray (4 oz.).</p></br>  <p style=""margin: 0px 0px 25px; padding: 0px; border: 0px; outline: 0px; font-size: 13.2px; vertical-align: baseline; line-height: 1.7; color: rgb(99, 99, 99); font-family: 'Trebuchet MS', Trebuchet, Helvetica, Arial, sans-serif; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;""><span style=""color: rgb(99, 99, 99); font-family: 'Trebuchet MS', Trebuchet, Helvetica, Arial, sans-serif; font-size: 13.2px; line-height: 22.44px; background-color: rgb(244, 244, 244);"">Rub catnip between your hands to release the oils. Offer the catnip loose, in a stock, in a toy, or rub it on a scratching post. Use no more than a few times per week for maximum kitty fun. Do not store in direct sunlight.</span></p></br>  <p style=""margin: 0px 0px 25px; padding: 0px; border: 0px; outline: 0px; font-size: 13.2px; vertical-align: baseline; line-height: 1.7; color: rgb(99, 99, 99); font-family: 'Trebuchet MS', Trebuchet, Helvetica, Arial, sans-serif; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;""><span style=""color: rgb(99, 99, 99); font-family: 'Trebuchet MS', Trebuchet, Helvetica, Arial, sans-serif; font-size: 13.2px; line-height: 22.44px; background-color: rgb(244, 244, 244);"">100% Catnip</span></p></br>",,,taxable,,1,,0,0,,,,,1,,,69000,Mèo > MÈO | Búi lông ở ruột mèo - Hairball,,,http://bizweb.dktcdn.net/100/092/797/products/2332416736990000057-682x1024.jpg,,,,,,,,Mua ngay!,0

,simple,,Royal Canin pate Hairball Care in gravy 85g Chống búi lông,1,0,visible,"												<p>Pate lát trong nước sốt với tác dụng hỗ trợ ngăn ngừa búi lông, cho mèo trưởng thành</p></br>

<p>Sản phẩm của Royal Canin, Pháp</p></br>

<p>Sản phẩm không phải là thuốc, không có tác dụng thay thế thuốc chữa bệnh</p></br>											","<p><strong>PATE ROYAL CANIN HAIRBALL chống búi lông ở ruột mèo</strong></p></br>
<p>Dành cho mèo trưởng thành từ 1 - 7 tuổi để phòng ngừa hình thành hairball (búi lông). Hairball Care pate lát kèm nước sốt được chế biến với công thức đặc biệt giúp loại bỏ búi lông (anti-hairball) giúp cho hệ tiêu hóa của mèo được bảo vệ & khỏe mạnh</p></br>
<p>Như bạn đã biết, mèo dành 30% thời gian để chải chuốt bộ lông của chúng, với bộ lưỡi đặc biệt vô tình chúng đã đưa lượng lông lớn vào ruột qua đường miệng. Điều này sẽ hình thành các búi lông và ảnh hưởng đến hệ tiêu hóa.</p></br>
<table>
<thead>
<tr>
	<th>Trọng lượng mèo</th>
	<th>Lượng ăn</th>
	<th>Lượng ăn</th>
</tr>
</thead>
<tbody>
<tr>
	<td style=""text-align: center;""> </td>
	<td style=""text-align: center;"">(gói)</td>
	<td style=""text-align: center;"">1 gói + (gram hạt khô)</td>
</tr>
<tr>
	<td style=""text-align: center;"">3kg</td>
	<td style=""text-align: center;"">2+1/2</td>
	<td style=""text-align: center;"">28</td>
</tr>
<tr>
	<td style=""text-align: center;"">4kg</td>
	<td style=""text-align: center;"">3+1/4</td>
	<td style=""text-align: center;"">38</td>
</tr>
<tr>
	<td style=""text-align: center;"">5kg</td>
	<td style=""text-align: center;"">3+3/4</td>
	<td style=""text-align: center;"">47</td>
</tr>
<tr>
	<td style=""text-align: center;"">6kg</td>
	<td style=""text-align: center;"">4+1/4</td>
	<td style=""text-align: center;"">56</td>
</tr>
</tbody></table>
<p>-------------------------------------------</p></br>
<p><span style=""font-size:26px;""><strong>Hairball Care in Gravy</strong></span></p></br>
<p>For adult cats (1-7 years old) prone to hairballs. Hairball Care in Gravy has an exclusive anti-hairball complex that helps your cat eliminate twice as much hair by natural digestion.</p></br>
<p>Cats spend 30% of their time grooming, with up to two thirds of hair they shed being swallowed during grooming sessions. This can lead to hairballs in the digestive tract. </p></br>
<p><img alt=""Hairball Care in Gravy"" height=""105"" src=""http://www.royalcanin.com.au/var/royalcanin/storage/images/subsidiaries/au/home/produits/products/cat-products/feline-health-nutrition-wet/hairball-care-in-gravy/35853781-4-eng-AU/hairball-care-in-gravy_large.png"" style=""float: left;"" title=""Hairball Care in Gravy"" width=""200"" /></p></br>
<h3><span style=""color:#e74c3c;""><strong>HAIRBALL CONTROL</strong></span></h3></br>
<p><strong>HAIRBALL CARE</strong> is formulated to help your cat eliminate twice as much swallowed hair by natural digestion.</p></br>
<p> </p></br>
<p><img alt=""
    
  "" height=""56"" src=""http://www.royalcanin.com.au/var/royalcanin/storage/images/subsidiaries/au/home/produits/products/cat-products/feline-health-nutrition-wet/hairball-care-in-gravy/410/35853816-4-eng-AU/410_product_page_picto.png"" style=""float: left;"" title=""
    
  "" width=""60"" /></p></br>
<h3><strong>IDEAL WEIGHT MAINTENANCE</strong></h3></br>
<p>Helps maintain ideal weight</p></br>
<p><img alt=""
    
  "" height=""56"" src=""http://www.royalcanin.com.au/var/royalcanin/storage/images/subsidiaries/au/home/produits/products/cat-products/feline-health-nutrition-wet/hairball-care-in-gravy/420/35853820-4-eng-AU/420_product_page_picto.png"" style=""float: left;"" title=""
    
  "" width=""60"" /></p></br>
<h3><strong>HEALTHY DIGESTIVE SYSTEM</strong></h3></br>
<p>High digestibility</p></br>
<h2>Feeding guide</h2></br>
<p>Recommended daily quantities (g/day):<br />
<i>Water should be available at all times</i><br />
It is recommended to divide the daily intake into 2 meals</p></br>
<table>
<thead>
<tr>
	<th>Weight Cat</th>
	<th>Ideal weight</th>
	<th>Ideal weight</th>
</tr>
</thead>
<tbody>
<tr>
	<td style=""text-align: center;""> </td>
	<td style=""text-align: center;"">pouches</td>
	<td style=""text-align: center;"">1 pouch + g dry food</td>
</tr>
<tr>
	<td style=""text-align: center;"">3kg</td>
	<td style=""text-align: center;"">2+1/2</td>
	<td style=""text-align: center;"">28</td>
</tr>
<tr>
	<td style=""text-align: center;"">4kg</td>
	<td style=""text-align: center;"">3+1/4</td>
	<td style=""text-align: center;"">38</td>
</tr>
<tr>
	<td style=""text-align: center;"">5kg</td>
	<td style=""text-align: center;"">3+3/4</td>
	<td style=""text-align: center;"">47</td>
</tr>
<tr>
	<td style=""text-align: center;"">6kg</td>
	<td style=""text-align: center;"">4+1/4</td>
	<td style=""text-align: center;"">56</td>
</tr>
</tbody></table>
<p> </p></br>
<h2><span style=""color:#e74c3c;"">Ingredients</span></h2></br>
<p><strong>COMPOSITION:</strong> meat and animal derivatives, cereals, vegetable protein extracts, derivatives of vegetable origin, minerals, oils and fats, various sugars, yeasts. ADDITIVES (per kg): Nutritional additives: Vitamin D3: 82 IU, E1 (Iron): 3 mg, E2 (Iodine): 0.12 mg, E4 (Copper): 1 mg, E5 (Manganese): 1 mg, E6 (Zinc): 10 mg - Technological additives: Clinoptilolite of sedimentary origin: 0.4 g.</p></br>
<p><strong>ANALYTICAL CONSTITUENTS: </strong>Protein: 7% - Fat content: 2.7% - Crude ash: 1.3% - Crude fiber: 1% - Moisture: 82%.</p></br>
<p> </p></br>",,,taxable,,1,,0,0,,,,,1,,,33000,Mèo > MÈO | Búi lông ở ruột mèo - Hairball,,,http://bizweb.dktcdn.net/100/092/797/products/66310-hairball-care-pouch-6.jpg,,,,,,,,Mua ngay!,0

,simple,,Royal Canin pate Hairball Care in gravy 85g x 12 Chống búi lông,1,0,visible,"												<p>Pate lát trong nước sốt với tác dụng hỗ trợ ngăn ngừa búi lông, cho mèo trưởng thành</p></br>

<p>Sản phẩm của Royal Canin, Pháp</p></br>

<p>Sản phẩm không phải là thuốc, không có tác dụng thay thế thuốc chữa bệnh</p></br>											","<p><strong>PATE ROYAL CANIN HAIRBALL chống búi lông ở ruột mèo</strong></p></br>
<p>Dành cho mèo trưởng thành từ 1 - 7 tuổi để phòng ngừa hình thành hairball (búi lông). Hairball Care pate lát kèm nước sốt được chế biến với công thức đặc biệt giúp loại bỏ búi lông (anti-hairball) giúp cho hệ tiêu hóa của mèo được bảo vệ & khỏe mạnh</p></br>
<p>Như bạn đã biết, mèo dành 30% thời gian để chải chuốt bộ lông của chúng, với bộ lưỡi đặc biệt vô tình chúng đã đưa lượng lông lớn vào ruột qua đường miệng. Điều này sẽ hình thành các búi lông và ảnh hưởng đến hệ tiêu hóa.</p></br>
<table>
<thead>
<tr>
	<th>Trọng lượng mèo</th>
	<th>Lượng ăn</th>
	<th>Lượng ăn</th>
</tr>
</thead>
<tbody>
<tr>
	<td> </td>
	<td>(gói)</td>
	<td>1 gói + (gram hạt khô)</td>
</tr>
<tr>
	<td>3kg</td>
	<td>2+1/2</td>
	<td>28</td>
</tr>
<tr>
	<td>4kg</td>
	<td>3+1/4</td>
	<td>38</td>
</tr>
<tr>
	<td>5kg</td>
	<td>3+3/4</td>
	<td>47</td>
</tr>
<tr>
	<td>6kg</td>
	<td>4+1/4</td>
	<td>56</td>
</tr>
</tbody></table>
<p>-------------------------------------------</p></br>
<p><span style=""font-size:26px;""><strong>Hairball Care in Gravy</strong></span></p></br>
<p>For adult cats (1-7 years old) prone to hairballs. Hairball Care in Gravy has an exclusive anti-hairball complex that helps your cat eliminate twice as much hair by natural digestion.</p></br>
<p>Cats spend 30% of their time grooming, with up to two thirds of hair they shed being swallowed during grooming sessions. This can lead to hairballs in the digestive tract. </p></br>
<p><img alt=""Hairball Care in Gravy"" height=""105"" src=""http://www.royalcanin.com.au/var/royalcanin/storage/images/subsidiaries/au/home/produits/products/cat-products/feline-health-nutrition-wet/hairball-care-in-gravy/35853781-4-eng-AU/hairball-care-in-gravy_large.png"" style=""float: left;"" title=""Hairball Care in Gravy"" width=""200"" /></p></br>
<h3><span style=""color:#e74c3c;""><strong>HAIRBALL CONTROL</strong></span></h3></br>
<p><strong>HAIRBALL CARE</strong> is formulated to help your cat eliminate twice as much swallowed hair by natural digestion.</p></br>
<p> </p></br>
<p><img alt=""
    
  "" height=""56"" src=""http://www.royalcanin.com.au/var/royalcanin/storage/images/subsidiaries/au/home/produits/products/cat-products/feline-health-nutrition-wet/hairball-care-in-gravy/410/35853816-4-eng-AU/410_product_page_picto.png"" style=""float: left;"" title=""
    
  "" width=""60"" /></p></br>
<h3><strong>IDEAL WEIGHT MAINTENANCE</strong></h3></br>
<p>Helps maintain ideal weight</p></br>
<p><img alt=""
    
  "" height=""56"" src=""http://www.royalcanin.com.au/var/royalcanin/storage/images/subsidiaries/au/home/produits/products/cat-products/feline-health-nutrition-wet/hairball-care-in-gravy/420/35853820-4-eng-AU/420_product_page_picto.png"" style=""float: left;"" title=""
    
  "" width=""60"" /></p></br>
<h3><strong>HEALTHY DIGESTIVE SYSTEM</strong></h3></br>
<p>High digestibility</p></br>
<h2>Feeding guide</h2></br>
<p>Recommended daily quantities (g/day):<br />
<i>Water should be available at all times</i><br />
It is recommended to divide the daily intake into 2 meals</p></br>
<table>
<thead>
<tr>
	<th>Weight Cat</th>
	<th>Ideal weight</th>
	<th>Ideal weight</th>
</tr>
</thead>
<tbody>
<tr>
	<td style=""text-align: center;""> </td>
	<td style=""text-align: center;"">pouches</td>
	<td style=""text-align: center;"">1 pouch + g dry food</td>
</tr>
<tr>
	<td style=""text-align: center;"">3kg</td>
	<td style=""text-align: center;"">2+1/2</td>
	<td style=""text-align: center;"">28</td>
</tr>
<tr>
	<td style=""text-align: center;"">4kg</td>
	<td style=""text-align: center;"">3+1/4</td>
	<td style=""text-align: center;"">38</td>
</tr>
<tr>
	<td style=""text-align: center;"">5kg</td>
	<td style=""text-align: center;"">3+3/4</td>
	<td style=""text-align: center;"">47</td>
</tr>
<tr>
	<td style=""text-align: center;"">6kg</td>
	<td style=""text-align: center;"">4+1/4</td>
	<td style=""text-align: center;"">56</td>
</tr>
</tbody></table>
<p> </p></br>
<h2><span style=""color:#e74c3c;"">Ingredients</span></h2></br>
