ID,Loại,Mã sản phẩm,Tên,Đã đăng,Nhãn nổi bật?,Hiển thị trong danh mục,Mô tả ngắn,Mô tả,Ngày bắt đầu giảm giá,Ngày kết thúc giảm giá,Trạng thái thuế,Lớp thuế,Còn hàng?,Kho,Cho phép đặt trước?,Bán riêng?,Cân nặng (kg),Độ dài (cm),Độ rộng (cm),Chiều cao (cm),Cho phép đánh giá của khách hàng?,Ghi chú thanh toán,Giá khuyến mãi,Giá bán thường,Danh mục,Từ khóa,Lớp giao hàng,Hình ảnh,Giới hạn tải xuống,Ngày hết hạn tải về,Gốc,Các sản phẩm theo nhóm,Upsells,Bán chéo,URL ngoài,Nội dung nút bấm,Vị trí
<li>Boosts appetite!  Irresistible taste that is ideal for choosy eaters and pets that are off food</li>
<li>Great for active animals-hunting or working dogs or animails that need extra vitamins added to their diet</li>
<li>Concentrated source of vitamins, minerals & energy</li>
<li>Leading brand since 1976</li>
<li>Source of:  protein, calories & energy, and omega 3,6 & 9</li>
<li>100% Satisfaction Guaranteed!</li></ul>
<p>UPC: 0-30521-06786-2<br />
Tomlyn Product Code: 411562</p></br>
<p><strong>Ingreedients:</strong></p></br>
<ul>
<li>Protein</li>
<li>Energy</li>
<li>Calories</li>
<li>Omega 3, 6 & 9</li></ul>
<p><strong> Directions</strong>:</p></br>
<p>To acquaint your pet with the flavor, place a small amount of gel on its nose or in the mouth. To supplement your pet’s caloric or nutritional intake: 1+1/2 tsp per 10 pounds of body weight daily. When your pet is not eating its full ration: 3 tsp (1 tbsp) per 10 pounds of body weight daily.</p></br>",,,taxable,,1,,0,0,,,,,1,,,255000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/309859.jpg,,,,,,,,Mua ngay!,0

,simple,,Gimcat Multi-vitamin Gel dinh dưỡng cho mèo 50g,1,0,visible,"												<p>Gel vitamin tổng hợp dành cho mèo mọi lứa tuổi<br />
Dạng gel thơm ngon, dễ cho ăn<br />
Gồm 12 vitamin dành riêng cho mèo<br />
Bổ sung Omeaga 3, omega 6<br />
Sản xuất tại Đức - Made in Germany</p></br>											","<p><img alt="""" src=""http://www.gimcat.info/files/gimpet/img/page_elements/logo_gimpet_big.png"" style=""width: 139px; height: 63px;"" /></p></br>
<div class=""ce_text block"" style=""overflow: hidden; color: rgb(1, 1, 1); font-family: 'Open Sans', arial, sans-serif; background-color: rgb(255, 255, 255);"">
<h2 style=""font-size: 20px; margin: 0px 0px 0.35em; font-weight: 300; line-height: 1.3em; border-bottom-width: 1px; border-bottom-style: solid; border-bottom-color: rgb(255, 221, 0); padding-bottom: 7px;""><img alt="""" src=""http://media.mediazs.com/bilder/gimpet/multivitamin/katzenpaste/2/800/1541_gimpet_multi_vitamin_paste_200_g_2.jpg"" style=""width: 300px; height: 300px; float: left;"" /></h2></br>
<h2 style=""font-size: 20px; margin: 0px 0px 0.35em; font-weight: 300; line-height: 1.3em; border-bottom-width: 1px; border-bottom-style: solid; border-bottom-color: rgb(255, 221, 0); padding-bottom: 7px;"">Multivitamin Paste Extra</h2></br>
<p style=""margin: 0px 0px 1em; padding: 0px; line-height: 1.5;"">+ 12 Vitamines<br />
+ Omega 3 & 6<br />
<br />
Enhances the cat's natural defences and well-being.<br />
No added sugar</p></br>
<p style=""margin: 0px 0px 1em; padding: 0px; line-height: 1.5;"">GimCat Multivitamin contains 12 essential vitamins to strengthen the cat's natural physical defences. The natural content of Omega 3 & 6 fatty acids from the oil and the addition of zinc are key requirements for a healthy skin and coat and a strong immune system. Highly recommended for breeding and show cats.</p></br>
<p style=""margin: 0px 0px 1em; padding: 0px; line-height: 1.5;"">Supplementary food for cats.</p></br>",,,taxable,,1,,0,0,,,,,1,,,169000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/251905525247-gimcatvitaminextrapas-9.jpg,,,,,,,,Mua ngay!,0

,simple,,GimCat Taurine Paste 50gr Gel ăn bổ sung taurine tốt cho tim mạch,1,0,visible,"												<p>Gel ăn bổ sung taurine - amino acid cần thiết cho cơ tim mạch</p></br>

<p>Sản phẩm của Gimborn - Đức</p></br>

<p>Sản xuất & nhập khẩu từ Đức</p></br>											","<h1><img src=""http://www.gimcat.info/site/uploads/sites/2/2017/02/gimcat_logo-header_244.png"" /></h1></br>
<h1>Taurine Paste 50 g</h1></br>
<p>Taurine is essential for cats – but their bodies are unable to produce sufficient amounts. It therefore needs to be given to them via their food. Taurine is important for heart function and for maintaining eyesight.</p></br>
<p>with taurine,lactose free,without preservatives,without flavor enhancers,lactose reduced,without added sugar</p></br>
<p>Articel number: 402048<br />
Product Content: 50g</p></br>",,,taxable,,1,,0,0,,,,,1,,,169000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/62057-gimcat-taurinpaste-7.jpg,,,,,,,,Mua ngay!,0

,simple,,"BEAPHAR LACTOL PUPPY MILK 1kg | sữa dành cho chó mẹ, chó con 1KG",1,0,visible,"												<p>Sữa bột dành cho chó mẹ mang thai, cho con bú, chó con mới sinh đến 1 tháng tuổi</p></br>

<p>Chó con bị mất mẹ, chó bệnh ốm yếu hoặc mới phẫu thuật, thiếu dinh dưỡng</p></br>

<p>Sản phẩm của Beaphar - Hà Lan</p></br>											","<p><img src=""https://cdn.evance.me/portal/web/8/content/images/English_Product_Images/_x450/17779_copy.jpg?v=1460848534"" style=""float: left;"" />Complete milk replacement feed for orphan puppies. Complementary milk replacement for newborn puppies, pregnant or lactating dogs (bitches) sick or convalescing adult animals. It is made from easily digested whey products</p></br>

<p> </p></br>

<p>Complete milk replacement feed for orphan puppies. Complementary milk replacement for newborn puppies, pregnant or lactating dogs (bitches) sick or convalescing adult animals. It is made from easily digested whey products and closely resembles natural bitchs milk.</p></br>

<p>Add Lactol to warm, not boiling, water and stir until completely dissolved. Allow to cool to blood temperature (38°C) and it is ready for use. Older pets may prefer to drink their Lactol cold. </p></br>

<p>The use of clean sterile feeding equipment is highly recommended, especially for young animals. </p></br>

<p>Prepared feed may be kept in a refrigerator for up to 24 hours. </p></br>

<p>Reheat to blood temperature before feeding young animals. Always keep fresh drinking water available. </p></br>

<p>Recommended dilution: Add 30g (12 level scoops) to every 105ml warm water (165g should be added to a pint of water). One level scoop is approximately 2.5g Lactol powder.</p></br>

<p>Recommended daily dosage: It is impossible to give precise daily quantities due to considerable variations of age, size and breed, therefore “demand feeding” will often be your best guide. </p></br>

<p>It is important to weigh young puppies on a daily basis so that you can compare their daily growth increase with the growth tables from your breeder or vet. As a complementary feed for animals in large litters: additional dosage for animals in large litters, but still with their mother: If the youngster is completely pushed away by siblings or rejected by the mother, switch to the dosage for orphaned animals. In other cases, give Lactol milk as an additional feed to weaker youngsters. </p></br>

<p>Quantity as a complementary feed for weaned pups: </p></br>

<p> </p></br>

<ul>
	<li>5 - 8 weeks of age: up to 4.0% of the body weight = 40 ml/kg.   </li>
	<li>8 - 52 weeks of age: up to 1.1% of the body weight = 11 ml/kg.   </li>
</ul>

<p> </p></br>

<p>Quantity as a complementary feed for growing or adult animals: </p></br>

<p> </p></br>

<ul>
	<li>Pregnant or lactating mother animals: up to 1.1% of the body weight = 11 ml/kg.   </li>
	<li>Convalescent or sick animals: up to 1.1% of the body weight = 11 ml/kg.   </li>
	<li>Weaning puppies: After the 28th day, slowly change to a more solid diet including minced meat, puppy food, etc.   </li>
</ul>

<p> </p></br>

<p>The quantity of Lactol given should be gradually decreased during the period the animal gets used to its pet food or home-made diet + drinking water.</p></br>",,,taxable,,1,,0,0,,,,,1,,,1120000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/17779-copy.jpg,,,,,,,,Mua ngay!,0

,simple,,"Virbac Nutri Plus Gel dinh dưỡng 120,5g",1,0,visible,"												<p>Gel ăn dinh dưỡng cho chó và mèo<br />Made in France</p></br>											","<h3><img src=""http://www.igetweb.com/www/888petmart/catalog/p_472166.jpg"" style=""margin-right: 10px; float: left; width: 320px; height: 500px;"" /></h3></br><h3> </h3></br><div id=""title_product"" style=""margin: 0px auto; outline: none; list-style: none; color: rgb(0, 102, 255); font-size: 20px; font-weight: bold; font-family: Arial, 'Liberation Sans', 'DejaVu Sans', sans-serif; background-color: rgb(255, 255, 255);"">Nutri plus gel",,,taxable,,1,,0,0,,,,,1,,,175000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/0014183nutri-gel.jpg,,,,,,,,Mua ngay!,0

,simple,,Gimcat Malt-soft Gel trị & ngừa búi lông ở ruột mèo 50g | Maltsoft Paste Extra (anti-hairball),1,0,visible,"												<p>Gel trị & phòng ngừa hairball (búi lông) ở ruột mèo<br />
Bổ sung dưỡng chất làm đẹp da lông<br />
Không chứa đường<br />
Sản xuất tại Đức - Made in Germany</p></br>											","<p><img alt="""" src=""http://www.gimcat.info/files/gimpet/img/page_elements/logo_gimpet_big.png"" style=""width: 139px; height: 63px;"" /></p></br>
<div class=""ce_text block"" style=""overflow: hidden; color: rgb(1, 1, 1); font-family: 'Open Sans', arial, sans-serif; background-color: rgb(255, 255, 255);"">
<h2 style=""font-size: 20px; margin: 0px 0px 0.35em; font-weight: 300; line-height: 1.3em; border-bottom-width: 1px; border-bottom-style: solid; border-bottom-color: rgb(255, 221, 0); padding-bottom: 7px;"">Malt Soft Paste Extra</h2></br>
<p style=""margin: 0px 0px 1em; padding: 0px; line-height: 1.5;"">+ extra dietary fibre</p></br>
<p style=""margin: 0px 0px 1em; padding: 0px; line-height: 1.5;"">Supports the natural passing of swallowed hair.<br />
No added sugar</p></br>
<p style=""margin: 0px 0px 1em; padding: 0px; line-height: 1.5;"">GimCat Malt Soft Extra contains natural, flavoursome malt and vegetable oil. In combination with dietary fibres, Malt Soft Extra supports the transport of nutrition as well as the natural passing of swallowed hair and indigestible components.</p></br>
<p style=""margin: 0px 0px 1em; padding: 0px; line-height: 1.5;"">Supplementary food for cats.</p></br>",,,taxable,,1,,0,0,,,,,1,,,169000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/5820770gimcat-malt-soft-extra-zooplus-angebot-10-15.jpg,,,,,,,,Mua ngay!,0

,simple,,Hartz trị & ngừa búi lông ở ruột mèo 70g | Hairball remedy plus for cats & kittens 2.5oz,1,0,visible,"												<p>Gel trị và phòng ngừa tình trạng lông vón cục ở ruột mèo (hairball)<br />
Hương vị cá hồi tự nhiên thơm ngon<br />
Dạng gel dễ cho ăn<br />
Cung cấp omega 3, 6, 9 giúp đẹp da lông cho mèo<br />
Made in US</p></br>											","<h2 class=""flashreplace"" style=""padding: 0px; margin: 0px; font-size: 20px; font-weight: normal; font-family: Georgia, 'Times New Roman', Times, serif; overflow: hidden; color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);"">Hartz®</h2></br>  <h1 class=""flashreplace"" style=""padding: 0px; margin: 0px; font-size: 32px; font-weight: normal; font-family: Georgia, 'Times New Roman', Times, serif; color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);"">Hairball Remedy Plus™ for Cats & Kittens Paste</h1></br>  <ul class=""productChips clearfix"" style=""padding: 0px; margin: 0px 0px 20px; font-size: 12px; list-style: none; border-top-width: 1px; border-top-style: solid; border-top-color: rgb(202, 201, 201); color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);""> 	<li class=""odd"" style=""padding: 0px; margin: 10px 25px 0px 0px; font-size: 1em;""><img alt=""/"" id=""ctl00_phBody_body_0_topcenter_0_imgPetType"" src=""http://www.hartz.com/~/media/img/icon/pettype/icon_Cat.ashx"" style=""padding: 0px; margin: 0px; font-size: 1em; border: 0px; display: block; height: 85px; width: 91px;"" /></li> </ul>  <p> </p></br>  <h3 style=""padding: 0px; margin: 0px; font-size: 14px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);"">Mô tả</h3></br>  <p style=""padding: 0px; margin: 0px 0px 15px; font-size: 12px; line-height: 17px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);""> </p></br>  <p style=""padding: 0px; margin: 0px 0px 15px; font-size: 12px; line-height: 17px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);"">Đừng để hairballs can thiệp vào quá trình tiêu hóa thông thường của mèo của bạn. Sử dụng <strong>Hartz® Hairball Remedy Plus <sup>TM</sup> cho mèo lớn và mèo con trên 6 tháng</strong> để giúp loại bỏ và ngăn chặn các triệu chứng phổ biến của hairballs (lông vón cục ở ruột mèo - nhất là ở mèo lông dài).</p></br>  <p style=""padding: 0px; margin: 0px 0px 15px; font-size: 12px; line-height: 17px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);"">Hartz® Hairball Remedy Pkus <sup>TM</sup> cho mèo lớn và mèo con trên 6 tháng không chỉ giúp vượt qua chứng lông vón cục một cách an toàn qua đường tiêu hoá, mà còn giúp ngăn chặn sự hình thành của hairballs qua việc sử dụng thường xuyên. Nó cũng chứa các loại dầu Omega 3-6-9 và vitamin E để giúp hỗ trợ da và lông khỏe mạnh.</p></br>  <p><font style=""color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(255, 255, 255);"">Có sẵn trong tuýp dạng gel cá hồi tự nhiên.</font></p></br>  <p style=""padding: 0px; margin: 0px 0px 15px; font-size: 12px; line-height: 17px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background-color: rgb(255, 255, 255);""> </p></br>  <p> </p></br>  <div class=""prodVarieties"" style=""padding: 0px 0px 3px; margin: 0px; font-size: 12px; color: rgb(74, 74, 74); font-family: Arial, Helvetica, sans-serif; background: url(http://www.hartz.com/Assets/Hartz/img/bg/bg_productDet_table_bottom.gif) 0% 100% no-repeat rgb(255, 255, 255);""> <h3 style=""padding: 10px 15px 0px; margin: 0px; font-size: 12px; height: 25px; width: 410px; background: url(http://www.hartz.com/Assets/Hartz/img/bg/bg_productDet_table_top.jpg) 0% 0% no-repeat;"">Có sẵn các dạng:</h3></br>  <table style=""empty-cells: show; border-collapse: collapse; border-spacing: 0px; border-right-width: 1px; border-left-width: 1px; border-style: none solid; border-right-color: rgb(202, 201, 201); border-left-color: rgb(202, 201, 201); font-size: 11px; width: 439px; margin-left: 0px; background-color: rgb(226, 236, 249);""> 	<thead> 		<tr style=""border-top-width: 1px; border-bottom-width: 1px; border-style: solid none; border-top-color: rgb(202, 201, 201); border-bottom-color: rgb(202, 201, 201); background-color: rgb(206, 224, 246);""> 			<th style=""padding: 5px 15px; margin: 0px; font-size: 1em; width: auto;"">Kích thước</th> 			<th style=""padding: 5px 15px; margin: 0px; font-size: 1em; width: auto;"">Hương vị</th> 			<th style=""padding: 5px 15px; margin: 0px; font-size: 1em; width: auto;"">Loại</th> 		</tr> 	</thead> 	<tbody> 		<tr class=""shown"" style=""background: url(http://www.hartz.com/Assets/Hartz/img/bg/bg_productDetail_info_tr.gif) 0% 100% no-repeat;""> 			<td style=""padding: 5px 15px; margin: 0px; font-size: 1em; font-weight: bold; width: auto; background-position: 2000px 50%;"">2,5 oz (70g)</td> 			<td style=""padding: 5px 15px; margin: 0px; font-size: 1em; font-weight: bold; width: auto; background-position: 2000px 50%;"">Cá hồi</td> 			<td style=""padding: 5px 15px; margin: 0px; font-size: 1em; font-weight: bold; width: auto; background-position: 2000px 50%;""><font>Tuýp gel</font></td> 		</tr> 	</tbody> </table> ",,,taxable,,1,,0,0,,,,,1,,,170000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/hartz-hairball-remedy-plus-paste-natural-salmon-flavor.jpg,,,,,,,,Mua ngay!,0

,simple,,Virbac Megaderm gói chăm sóc da lông gói 4ml x 28 gói/hộp,1,0,visible,"												<p>Gói uống tốt cho da & lông hộp 28 gói<br />Hỗ trợ điều trị viêm da<br />Chống viêm ngứa<br />Giảm thiểu rụng lông<br />Made in France</p></br>											","<h3><img src=""http://www.onlinepetcart.com.au/images/detailed/6/Virbac_Megaderm_4ml.jpg"" style=""margin-right: 10px; float: left; width: 350px; height: 295px;"" /></h3></br><div id=""title_product"" style=""margin: 0px auto; outline: none; list-style: none; color: rgb(0, 102, 255); font-size: 20px; font-weight: bold; font-family: Arial, 'Liberation Sans', 'DejaVu Sans', sans-serif; background-color: rgb(255, 255, 255);"">Megaderm",,,taxable,,1,,0,0,,,,,1,,,196000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/5025130virbac-megaderm-2-4905763.jpg,,,,,,,,Mua ngay!,0

,simple,,Silvergiene xịt nano bạc đa năng,1,0,visible,"												<p>Dung dịch xịt đa năng công nghệ Nano Bạc khử các loại vi khuẩn<br />
Xịt lên vết thương làm mau lành, sạch răng miệng, nơi ở, khu vệ sinh, khay toilet...<br />
Sản phẩm được các bác sĩ thú y khuyên dùng</p></br>											","<p><span style=""font-size:12px;""><img alt="""" src=""http://www.caresgpets.com/images/product/pets/others/Natural%20Pet2.jpg"" style=""width: 700px; height: 541px;"" /></span></p></br>
<p><span style=""font-size:12px;""><strong>Dung dịch xịt đa năng Silvergiene 60ml - Dùng cho nhiều mục đích khác nhau</strong></span></p></br>
<p><span style=""font-size:12px;"">Sạch răng miệng, kháng khuẩn, làm lành vết thương, sát khuẩn, khử mùi chỗ ở, vệ sinh...</span></p></br>
<p><span style=""font-size:12px;"">Có thể xịt lên da, lông hay vết thương hở mà không gây phản ứng phụ, dị ứng...</span></p></br>
<p><span style=""font-size:12px;""><strong>Hướng dẫn sử dụng:</strong></span></p></br>
<p><span style=""font-size:12px;""><strong>- Dùng trên da bị kích ứng, vết côn trùng cắn:</strong> xịt trực tiếp lên vùng có dấu hiệu, 3-4 lần/ngày, ngày 2 lần, ngày 2 lần cho những ngày tiếp theo</span></p></br>
<p><span style=""font-size:12px;"">- Dùng cho vết cắt, cháy hoặc trầy xước: xịt trực tiếp lên vết thương 2 lần/ngày</span></p></br>
<p><span style=""font-size:12px;""><strong>- Dùng để chữa lành vết thương:</strong> Rửa sạch vết thương với nước ấm để loại bỏ bụi bẩn, dị vật nếu có ở vết thương. Xịt trực tiếp lên vùng bị thương ngày 2 lần. Dùng hằng ngày nếu cần thiết. Sử dụng thêm gạc vải mỏng nếu cần thiết</span></p></br>
<p><span style=""font-size:12px;""><strong>- Dùng cho vết lở loét ở miệng, đau nướu, sâu răng & hôi miệng</strong>: xịt trực tiếp vào miệng, ngày 2 lần</span></p></br>
<p><span style=""font-size:12px;"">- Dùng cho grooming và vệ sinh da lông: xịt trực tiếp lên da lông toàn bộ cơ thể, chân, móng,...sau khi tắm, sau đó để khô ráo. Có thể xịt lên vùng quanh mắt, mũi để loại bỏ dịch bẩn</span></p></br>
<p><span style=""font-size:12px;""><strong>- Dùng để kiểm soát lây nhiễm, nhiễm trùng và làm vệ sinh</strong> (đồ chơi, chỗ ngủ, chỗ vệ sinh....): xịt trực tiếp lên chuồng, hoặc lên vật cần vệ sinh.</span></p></br>
<p><br />
<span style=""font-size:12px;""><strong>Sản phẩm được sản xuất theo công nghệ Nano mới nhất hiện nay</strong></span></p></br>
<p><span style=""font-size:12px;""><strong>Sản phẩm của Natural Pet - Singapore</strong></span></p></br>
<p><span style=""font-size:12px;""><strong>Made in Malaysia</strong></span></p></br>",,,taxable,,1,,0,0,,,,,1,,,160000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/5517677natural-pet-silvergiene-multi-purpose-solution-60ml-bottle-3203993-3050051-3216284.png,,,,,,,,Mua ngay!,0

,simple,,PetAg Calcium Phosphorus viên canxi 50 viên,1,0,visible,"												<p>Canxi viên cho chó mèo hộp 50 viên</p></br>											","<h3><span style=""font-size: 12px;""><img src=""http://media.bizwebmedia.net/Sites/60443/Data/upload/2014/6/Canxi%20PetAg%202.jpg"" style=""margin-right: 10px; float: left; width: 300px; height: 300px;"" /></span></h3></br>

<h3><span style=""font-size: 12px;"">PetAg Calcium Phosphorus hộp 50 viên</span></h3></br>

<p><span style=""font-size: 12px;""><b style=""color: rgb(69, 69, 69); font-family: Arial, 'Liberation Sans', 'DejaVu Sans', sans-serif; line-height: 16.799999237060547px; background-color: rgb(255, 255, 255);"">Viên nén nhai ngon miệng cho chó và mèo</b></span></p></br>

<p><span style=""font-size: 12px;"">Với tỉ lệ Canxi và Phốt pho cân đối, bổ sung thêm vitamin D3 giúp cơ thể hấp thụ, chuyển hóa sinh học đáp ứng đủ nhu cầu phát triển của chó mèo, đặc biệt trong giai đoạn phát triển, mang thai và cho con bú</span></p></br>

<div><b style=""color: rgb(69, 69, 69); font-family: Arial, 'Liberation Sans', 'DejaVu Sans', sans-serif; font-size: 12px; line-height: 16.799999237060547px; background-color: rgb(255, 255, 255);"">Cách sử dụng:</b>",,,taxable,,1,,0,0,,,,,1,,,240000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/4720527canxi-petag.jpg,,,,,,,,Mua ngay!,0

,simple,,Sữa bột Pet Lac cho thú cưng 300g | Pet milk powder,1,0,visible,"												<p>Sữa bột Pet Lac 300g - Made in the USA</p></br>											","<h3 style=""text-align: center;""><img src=""http://media.bizwebmedia.net/Sites/60443/Data/upload/2014/6/PetLac.jpg"" style=""font-size: 14px; margin-right: 10px; float: left; width: 200px; height: 284px;"" /></h3></br>

<h3> </h3></br>

<h3><span style=""font-size: 14px;"">Sữa bột Pet Lac 300g</span></h3></br>

<ul>
	<li>Sữa bột với hàm lượng đạm 23%<br />
	 </li>
	<li>Dùng cho vật nuôi bị bệnh, mới bệnh dậy, bỏ ăn, thiếu chất dinh dưỡng...<br />
	 </li>
	<li>Made in the USA<br />
	 </li>
	<li>Cách dùng: Lấy một lượng bột vào muỗng (đi kèm hộp) tương ứng với trọng lượng cơ thể mèo (có hướng dẫn kèm theo), pha với nước ấm, tỷ lệ 1 sữa : 2 nước</li>
</ul>

<p> </p></br>

<p> </p></br>

<p> </p></br>

<p style=""text-align: center;""><img alt="""" src=""http://media.bizwebmedia.net/Sites/60443/Data/upload/2014/6/PetLac%203(1).jpg"" style=""width: 520px; height: 385px;"" /></p></br>",,,taxable,,1,,0,0,,,,,1,,,270000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/1553133petlac.jpg,,,,,,,,Mua ngay!,0

,simple,,Sữa pha sẵn Esbilac liquid 236ml,1,0,visible,"												Sữa pha sẵn Esbilac liquid 100ml - Made in the USA<br />Sản phẩm sữa chó mèo bán chạy số 1 Thế giới											","<h3 style=""text-align: center;""><img src=""http://www.petmountain.com/photos/product/giant/114420S107710/puppy-food/petag-esbilac-liquid-puppy-milk-replacement.jpg"" style=""font-size: 14px; margin-right: 10px; float: left; width: 300px; height: 300px;"" /></h3></br>

<h3> </h3></br>

<h3>Sữa pha sẵn Esbilac liquid 236ml</h3></br>

<p> </p></br>

<p>Sữa pha sẵn dạng lon, giàu đạm, chất béo, carbohydrates và các vitamin, khoáng chất thiết yếu.</p></br>

<p>Công thức gần giống nhất với sữa mẹ<br />
<br />
Sữa không gây cặn (như pha từ sữa bột)<br />
<br />
Bảo quản 3 ngày trong ngăn mát tủ lạnh sau khi mở nắp<br />
<br />
Bảo quản 6 ngày trong ngăn đá tủ lạnh sau khi mở nắp</p></br>",,,taxable,,1,,0,0,,,,,1,,,110000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/5003137esbilac-liquid-2721402-1547898.jpg,,,,,,,,Mua ngay!,0

,simple,,Esbilac 21g sữa cho chó con | Esbilac® Puppy Milk Replacer Powder,1,0,visible,"												<p>Sữa bột thay thế cho chó con mới sinh, cho con mất mẹ</p></br>

<p>Mẹ đang mang thai, đang nuôi con bú, con tập ăn</p></br>

<p>Chó con đang trưởng thành, mới ốm dậy, mới phẫu thuật, chó con gầy yếu</p></br>

<p>Sản phẩm của PetAg - USA, sản xất và nhập khẩu chính hãng từ Mỹ</p></br>											","<h1>Esbilac® Puppy Milk Replacer Powder</h1></br>

<p>Number 1 selling puppy milk replacer for puppies newborn to six weeks. Recommended as a food source for orphaned or rejected puppies or those nursing, but needing supplemental feeding. </p></br>

<ul>
	<li>Contains prebiotics and probiotics, a source of live naturally occurring microorganisms.</li>
	<li>Supplies necessary vitamins and minerals to ensure proper development and growth.</li>
	<li>Formulated to provide a caloric pattern similar to mother's milk in protein, fat, and carbohydrates.</li>
	<li>Easy to digest, highly palatable, easy to mix formula.</li>
	<li>Ideal supplement for post-surgery and convalescence.</li>
</ul>

<h4>Available in the following sizes:</h4></br>

<p><strong>28 oz.</strong> - Esbilac® Powder</p></br>

<p><strong>3/4 oz.</strong> - Esbilac® Emergency Pack</p></br>",,,taxable,,1,,0,0,,,,,1,,,60000,Mèo > CHUNG | Sữa - Vitamin - Thuốc,,,http://bizweb.dktcdn.net/100/092/797/products/pet-ag-emergency-feeding-pack-3-4oz.jpg,,,,,,,,Mua ngay!,0
